2022-05-17 00:49:46.065 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'userService'
2022-05-17 00:49:46.069 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'userMapper'
2022-05-17 00:49:46.082 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sqlSessionFactory'
2022-05-17 00:49:46.082 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration'
2022-05-17 00:49:46.083 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mybatis-plus-com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties'
2022-05-17 00:49:46.104 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties'
2022-05-17 00:49:46.257 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration' via constructor to bean named 'mybatis-plus-com.baomidou.mybatisplus.autoconfigure.MybatisPlusProperties'
2022-05-17 00:49:46.258 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration' via constructor to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@517566b'
2022-05-17 00:49:46.265 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dataSource'
2022-05-17 00:49:46.266 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari'
2022-05-17 00:49:46.270 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
2022-05-17 00:49:46.306 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dataSource' via factory method to bean named 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties'
2022-05-17 00:49:46.316 DEBUG 5580 --- [main] com.zaxxer.hikari.HikariConfig           : Driver class com.mysql.cj.jdbc.Driver found in Thread context class loader sun.misc.Launcher$AppClassLoader@42a57993
2022-05-17 00:49:46.370 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'sqlSessionFactory' via factory method to bean named 'dataSource'
2022-05-17 00:49:46.607 DEBUG 5580 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [C:\Users\Kyle\Desktop\community-final\target\classes\mapper\CommentExtMapper.xml]'
2022-05-17 00:49:46.653 DEBUG 5580 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [C:\Users\Kyle\Desktop\community-final\target\classes\mapper\CommentMapper.xml]'
2022-05-17 00:49:46.671 DEBUG 5580 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [C:\Users\Kyle\Desktop\community-final\target\classes\mapper\DiscussionExtMapper.xml]'
2022-05-17 00:49:46.716 DEBUG 5580 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [C:\Users\Kyle\Desktop\community-final\target\classes\mapper\DiscussionMapper.xml]'
2022-05-17 00:49:46.746 DEBUG 5580 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [C:\Users\Kyle\Desktop\community-final\target\classes\mapper\NotificationMapper.xml]'
2022-05-17 00:49:46.815 DEBUG 5580 --- [main] c.b.m.e.s.MybatisSqlSessionFactoryBean   : Parsed mapper file: 'file [C:\Users\Kyle\Desktop\community-final\target\classes\mapper\UserMapper.xml]'
2022-05-17 00:49:48.800 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sqlSessionTemplate'
2022-05-17 00:49:48.800 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'sqlSessionTemplate' via factory method to bean named 'sqlSessionFactory'
2022-05-17 00:49:48.816 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'commentController'
2022-05-17 00:49:48.822 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'commentService'
2022-05-17 00:49:48.827 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'commentMapper'
2022-05-17 00:49:48.830 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'discussionMapper'
2022-05-17 00:49:48.833 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'discussionExtMapper'
2022-05-17 00:49:48.836 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'commentExtMapper'
2022-05-17 00:49:48.838 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'notificationMapper'
2022-05-17 00:49:48.869 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'customizeErrorController'
2022-05-17 00:49:48.874 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'discussionController'
2022-05-17 00:49:48.879 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'discussionService'
2022-05-17 00:49:48.883 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'indexController'
2022-05-17 00:49:48.886 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'notificationController'
2022-05-17 00:49:48.888 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'notificationService'
2022-05-17 00:49:48.893 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'publishController'
2022-05-17 00:49:48.896 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'profileController'
2022-05-17 00:49:48.898 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'sessionInterceptor'
2022-05-17 00:49:48.901 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'webConfig'
2022-05-17 00:49:48.909 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'hotTagTasks'
2022-05-17 00:49:48.916 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration'
2022-05-17 00:49:48.919 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration'
2022-05-17 00:49:48.921 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'websocketServletWebServerCustomizer'
2022-05-17 00:49:48.929 DEBUG 5580 --- [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration'
